Team,Match,Alliance,Time,X,Y
4918,59,red,0,44.0,4.5
4918,59,red,0.1,44.06,4.5
4918,59,red,0.2,44.11,4.49
4918,59,red,0.3,44.1,4.48
4918,59,red,0.4,44.07,4.48
4918,59,red,0.5,44.54,4.48
4918,59,red,0.6,44.61,4.52
4918,59,red,0.7,44.52,4.48
4918,59,red,0.8,44.59,4.53
4918,59,red,0.9,44.59,4.56
4918,59,red,1.0,44.67,4.52
4918,59,red,1.1,44.28,4.61
4918,59,red,1.2,44.28,4.61
4918,59,red,1.3,44.23,4.63
4918,59,red,1.4,44.08,4.55
4918,59,red,1.5,44.05,4.55
4918,59,red,1.6,43.91,4.59
4918,59,red,1.7,43.76,4.59
4918,59,red,1.8,43.75,4.62
4918,59,red,1.9,43.78,4.61
4918,59,red,2.0,43.82,4.6
4918,59,red,2.1,43.82,4.57
4918,59,red,2.2,43.81,4.52
